"cid","cowner","cname","ctype","cnumeric","crequired","cinsdisplaytype","cinsdisplaydata","cinsdisplayinclude","cinsdefaultvalue","cupddisplaytype","cupddisplaydata","cupddisplayinclude","cbackendlist","cdescription","csection"
"ecom_inventory.vendoritemid","SYSTEM","Vendor Item ID","text","100","0","TEXTBOX-REG","","","","TEXTBOX-REG","","","0","This is the vendor's item id for this inventory item.  This field is used to aid in ordering this inventory item from the vendor.  If an entry is not made, the inventory item id will be used.","Accounting"
"ecom_inventory.warehouseloc","SYSTEM","Warehouse Location","text","40","0","TEXTBOX-REG","","","","TEXTBOX-REG","","","0","This is the local warehouse location for this item.","Inventory - Local"
"ecom_inventory.xprodoptions","SYSTEM","Options","clob","","0","TEXTAREA-RELATE","ecom_prodoptions:managepo","","","TEXTAREA-RELATE","ecom_prodoptions:managepo","","0","Select options to be displayed for this inventory item.","Options"
"ecom_inventory.xprodoptionsdisp","SYSTEM","Options Display","clob","","0","CHECKBOX-CUSTOM","ecom.invxprodoptionsdisp","","DEFAULT, ADDON","CHECKBOX-CUSTOM","ecom.invxprodoptionsdisp","","0","Select whether options are displayed when this item is offered as an Inventory Item, Inventory Item AddOn, or both.","Options"
"ecom_manus.bannergroup","SYSTEM","Banner Advertisement Group","text","100","0","TEXTBOX-REG","","","","TEXTBOX-REG","","","0","Enter a banner advertisement group name if you would like to display banner advertisements in the display skin when this manufacturer is viewed.  Leave blank to suppress banner advertisements for this manufacturer.","Manufacturer"
"ecom_manus.cathighlights","SYSTEM","Manufacturer Highlights","clob","","0","CHECKBOX-CUSTOM","ecom.cathighlights","","","CHECKBOX-CUSTOM","ecom.cathighlights","","0","Select highlights to display as icons with informative tips when this manufacturer is displayed.  If a description is shown for this manufacturer, these hightlights will be presented with the description.","Display"
"ecom_manus.catimg","SYSTEM","Manufacturer Image","text","100","0","FILE-UPLOAD","{PUBLIC}/media/ecom/manussm","","","FILE-UPLOAD","{PUBLIC}/media/ecom/manussm","","0","This image is used in manufacturer displays.","Manufacturer"
"ecom_manus.catview","SYSTEM","Manufacturer Visibility Selection","text","5","1","SELECT-CUSTOM","ecom.prodview","","A","SELECT-CUSTOM","ecom.prodview","","0","This field allows you to control which users can view this manufacturer.  You can set this manufacturer up to be viewed by anyone, only users belonging to the groups you specify using the Manufacturer Visibility Groups field, or to be hidden from everyone.","Visibility"
"ecom_manus.catviewg","SYSTEM","Manufacturer Visibility Groups","text","250","0","CHECKBOX-TABLE","SELECT {COLS} FROM core_groups","","","CHECKBOX-TABLE","SELECT {COLS} FROM core_groups","","0","If you selected to allow only certain user groups to access this manufacturer under the Manufacturer Visibility Selection field, select the groups for which this manufacturer should be made visible.","Visibility"
"ecom_manus.description","SYSTEM","Description","clob","","1","TEXTAREA-WYSIWYG","","","","TEXTAREA-WYSIWYG","","","0","This is a description for this manufacturer.  This description can contain XHTML tags.","Manufacturer"
"ecom_manus.descshort","SYSTEM","Short Description","clob","","0","TEXTAREA-SMALL","","","","TEXTAREA-SMALL","","","0","This is a short description for this manufacturer.  This short description is used in the Manufacturer List display, and must not contain XHTML tags.","Manufacturer"
"ecom_manus.freeitemid1","SYSTEM","Level 1: Free Product Offer ID","text","100","0","TEXTBOX-REG","","","","TEXTBOX-REG","","","0","Enter the ID of a Product Offer which should be added to the shopping cart for FREE when Manufacturer Sale Level 1 is activated.","Manufacturer Sale"
"ecom_manus.freeitemid2","SYSTEM","Level 2: Free Product Offer ID","text","100","0","TEXTBOX-REG","","","","TEXTBOX-REG","","","0","Enter the ID of a Product Offer which should be added to the shopping cart for FREE when Manufacturer Sale Level 2 is activated.","Manufacturer Sale"
"ecom_manus.freeitemlevel1","SYSTEM","Level 1: Manufacturer Order Total","text","100","1","TEXTBOX-REG","","","0.00","TEXTBOX-REG","","","0","Enter an order total that activates Manufacturer Sale Level 1 when items in the cart belonging to this manufacturer match or exceed this amount.  Enter '0.00' to deactivate.  Be sure to enter a value for 'Level 1: Free Product Offer ID' if active.","Manufacturer Sale"
"ecom_manus.freeitemlevel2","SYSTEM","Level 2: Manufacturer Order Total","text","100","1","TEXTBOX-REG","","","0.00","TEXTBOX-REG","","","0","Enter an order total that activates Manufacturer Sale Level 2 when items in the cart belonging to this manufacturer match or exceed this amount.  Enter '0.00' to deactivate.  Be sure to enter a value for 'Level 2: Free Product Offer ID' if active.","Manufacturer Sale"
"ecom_manus.id","SYSTEM","Identifier","text","180","1","TEXTBOX-REG","","","","DISPLAY-REG","","","1","This identifier is used within the software to specify this manufacturer.  Do not use spaces, periods or special characters.  Recommended characters are 0-9, a-z, A-Z and the underscore character.","Manufacturer"
"ecom_manus.keywords","SYSTEM","Meta Keywords","text","250","0","TEXTAREA-SMALL","","","","TEXTAREA-SMALL","","","0","Enter keywords to be used in the meta keywords tag for this manufacturer.  The default meta keywords for this software will be used if none are entered here.","Search Engine Optimization"
"ecom_manus.metadesc","SYSTEM","Meta Description","clob","","0","TEXTAREA-SMALL","","","","TEXTAREA-SMALL","","","0","Enter a description to be used in the meta description tag for this manufacturer. The Description will be stripped of XHTML tags and used for the meta description tag if a description isn't entered here.","Search Engine Optimization"
"ecom_manus.metatitle","SYSTEM","Meta Title","text","255","0","TEXTBOX-REG","","","","TEXTBOX-REG","","","0","Enter a title to be used in the meta title tag for this manufacturer.  The Display Name will be used for the meta title tag if a title isn't entered here.","Search Engine Optimization"
"ecom_manus.multisitedescone","SYSTEM","MultiSite Specific Description 1","clob","","0","TEXTAREA-WYSIWYG","","","","TEXTAREA-WYSIWYG","","","0","Enter a MultiSite Specific Description below.  This description can contain XHTML tags, and will be presented above the main description for this manufacturer.","MultiSite"
"ecom_manus.multisitedesconelimit","SYSTEM","MultiSite Specific Description 1 Limit","clob","","0","CHECKBOX-TABLE","SELECT {COLS} FROM core_multisite","","","CHECKBOX-TABLE","SELECT {COLS} FROM core_multisite","","0","If MultiSite is active, and MultiSite Specific Description 1 is populated, you can select to display that descriptions on only the MultiSites selected.  If you make no selection, the description will be displayed on all MultiSites.","MultiSite"
"ecom_manus.multisitedescshortone","SYSTEM","MultiSite Specific Short Description 1","clob","","0","TEXTAREA-SMALL","","","","TEXTAREA-SMALL","","","0","Enter a MultiSite Specific Short Description below.  This description must not contain XHTML tags, and will be presented above the short description for this manufacturer.","MultiSite"
"ecom_manus.multisitedescshorttwo","SYSTEM","MultiSite Specific Short Description 2","clob","","0","TEXTAREA-SMALL","","","","TEXTAREA-SMALL","","","0","Enter a MultiSite Specific Short Description below.  This description must not contain XHTML tags, and will be presented above the short description for this manufacturer.","MultiSite"
"ecom_manus.multisitedesctwo","SYSTEM","MultiSite Specific Description 2","clob","","0","TEXTAREA-WYSIWYG","","","","TEXTAREA-WYSIWYG","","","0","Enter a MultiSite Specific Description below.  This description can contain XHTML tags, and will be presented above the main description for this manufacturer.","MultiSite"
"ecom_manus.multisitedesctwolimit","SYSTEM","MultiSite Specific Description 2 Limit","clob","","0","CHECKBOX-TABLE","SELECT {COLS} FROM core_multisite","","","CHECKBOX-TABLE","SELECT {COLS} FROM core_multisite","","0","If MultiSite is active, and MultiSite Specific Description 2 is populated, you can select to display that descriptions on only the MultiSites selected.  If you make no selection, the description will be displayed on all MultiSites.","MultiSite"
"ecom_manus.name","SYSTEM","Display Name","text","100","1","TEXTBOX-REG","","","","TEXTBOX-REG","","","1","This is the display name for this manufacturer.","Manufacturer"
"ecom_manus.nofilter","SYSTEM","Disable Product Filter","integer","1","1","SELECT-BOOL","","","0","SELECT-BOOL","","","0","If product filters are enabled, and filters are available for products displayed for this manufacturer, a product filter will be displayed for this manufacturer.  Set this value to true to disable display of product filters for this manufacturer.","Product Filter"
"ecom_manus.seoexact","SYSTEM","Use Exact SEO","integer","1","1","SELECT-BOOL","","","0","SELECT-BOOL","","","0","Select true (1) to use the exact SEO parameters defined for this item, or false (0) to allow the software to optimize SEO parameters.","Search Engine Optimization"
"ecom_manus.seourl","SYSTEM","Search Engine Optimized URL Identifier","text","200","0","TEXTBOX-SEOURL","ecom.manuscat","","","TEXTBOX-SEOURL","ecom.manuscat","","1","Enter a search engine optimized URL identifier for this manufacturer.  If you do not enter a engine optimized URL identifier, the identifier for this manufacturer will be used by default.","Search Engine Optimization"
"ecom_manus.sortorder","SYSTEM","Sort Order","integer","10","1","TEXTBOX-REG","","","1","TEXTBOX-REG","","","0","This sort order numeric allows display of manufacturers in a particular order.  Manufacturers are sorted within displays in ascending order based on this numeric indicator.","Manufacturer"
"ecom_manus.subdisp","SYSTEM","Subcategory and Item Displays","text","20","1","SELECT-CUSTOM","ecom.catsubdisp","","DEFAULT","SELECT-CUSTOM","ecom.catsubdisp","","0","Select the display type for subcategories and items when displayed for this manufacturer.","Display"
"ecom_manus.videourl","SYSTEM","Video URL","text","250","0","TEXTBOX-REG","","","","TEXTBOX-REG","","","0","Enter the URL for a video, if one is available for this manufacturer.  Do not enter embed code, just the video URL.  If a description is shown for this manufacturer, this video will be presented with the description.","Display"
"ecom_manus.xmanus","SYSTEM","Combine Manufacturers","clob","","0","TEXTAREA-RELATE","ecom_manus:managemanus","","","TEXTAREA-RELATE","ecom_manus:managemanus","","0","Select the manufacturers which are to be combined with this manufacturer when this manufacturer is displayed.  This feature aids in displaying categories and product offers associated with manufacturers which are not displayed.","Display"
"ecom_manus.xmultisite","SYSTEM","MultiSite Limit","clob","","0","CHECKBOX-TABLE","SELECT {COLS} FROM core_multisite","","","CHECKBOX-TABLE","SELECT {COLS} FROM core_multisite","","1","If MultiSite is active, you can select to display this manufacturer on only the MultiSites selected.  If you make no selection, this manufacturer will be available on all MultiSites.","MultiSite"
"ecom_orderitems.addemtext","SYSTEM","Additional Email Confirmation Text","clob","","0","","","","","DISPLAY-REG","","","0","Additional email confirmation text to be sent in order confirmation emails containing this order item.","Processing Data"
"ecom_orderitems.addone","SYSTEM","Address Line 1","text","150","0","","","","","DISPLAY-REG","","","0","First line of address.","Delivery Address"
"ecom_orderitems.addtwo","SYSTEM","Address Line 2","text","150","0","","","","","DISPLAY-REG","","","0","Second line of address.","Delivery Address"
"ecom_orderitems.autogiftcert","SYSTEM","Gift Certificate Status","integer","1","1","","","","","DISPLAY-REG","","","0","A true (1) value indicates this order item is a gift certificate.  A false (0) value indicates it is a regular item.","Gift Certificate Info"
