"id","name","description","fieldtype","fieldinclude","required","fieldorder","section","optsel"
"Roll_Gloss","Select Colour","<span
style=""font-weight: bold; color: rgb(153, 186, 58);"">VIEW COLOURS: (click to enlarge)</span><br><br>
These images are a representation only.  Please ask for a sample.<br><br>
<a href=""media/ecom/prodxl/Gloss_Ultra_Clear_70.001.jpg"" rel=""lightbox clearbox"" title=""Gloss Ultra Clear 70.001""><img src=""media/ecom/prodsm/Gloss_Ultra_Clear_70.001.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Brilliant_White_70.100.jpg"" rel=""lightbox clearbox"" title=""Gloss Brilliant White 70.100""><img src=""media/ecom/prodsm/Gloss_Brilliant_White_70.100.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Calcite_White_70.102ACT.jpg"" rel=""lightbox clearbox"" title=""Gloss Calcite White 70.102 ACT""><img src=""media/ecom/prodsm/Gloss_Calcite_White_70.102ACT.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Latte_Beige_70.103ACT.jpg"" rel=""lightbox clearbox"" title=""Gloss Latte Beige 70.103 ACT""><img src=""media/ecom/prodsm/Gloss_Latte_Beige_70.103ACT.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Ivory_White_70.101ACT.jpg"" rel=""lightbox clearbox"" title=""Gloss Ivory White 70.101 ACT""><img src=""media/ecom/prodsm/Gloss_Ivory_White_70.101ACT.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Volcano_Red_70.501ACT.jpg"" rel=""lightbox clearbox"" title=""Gloss Volcano Red 70.501 ACT""><img src=""media/ecom/prodsm/Gloss_Volcano_Red_70.501ACT.jpg"" /></a><br>

<a href=""media/ecom/prodxl/Gloss_Midnight_Blue_70.600ACT.jpg"" rel=""lightbox clearbox"" title=""Gloss Midnight Blue 70.600 ACT""><img src=""media/ecom/prodsm/Gloss_Midnight_Blue_70.600ACT.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Cobalt_Blue_70.601ACT.jpg"" rel=""lightbox clearbox"" title=""Gloss Cobalt Blue 70.601 ACT""><img src=""media/ecom/prodsm/Gloss_Cobalt_Blue_70.601ACT.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Hunter_Green_70.700ACT.jpg"" rel=""lightbox clearbox"" title=""Gloss Hunter Green 70.700 ACT""><img src=""media/ecom/prodsm/Gloss_Hunter_Green_70.700ACT.jpg"" /></a>


<a href=""media/ecom/prodxl/Gloss_Bottle_Green_70.701ACT.jpg"" rel=""lightbox clearbox"" title=""Gloss Bottle Green 70.701 ACT""><img src=""media/ecom/prodsm/Gloss_Bottle_Green_70.701ACT.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Apple_Green_70.702.jpg"" rel=""lightbox clearbox"" title=""Gloss Apple Green 70.702""><img src=""media/ecom/prodsm/Gloss_Apple_Green_70.702.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Super_Black_70.200.jpg"" rel=""lightbox clearbox"" title=""Gloss Super Black 70.200""><img src=""media/ecom/prodsm/Gloss_Super_Black_70.200.jpg"" /></a><br>

<a href=""media/ecom/prodxl/Gloss_Buttercup_Yellow_70.300ACT.jpg"" rel=""lightbox clearbox"" title=""Gloss Buttercup Yellow 70.300 ACT""><img src=""media/ecom/prodsm/Gloss_Buttercup_Yellow_70.300ACT.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Lemon_Yellow_70.301ACT.jpg"" rel=""lightbox clearbox"" title=""Gloss Lemon Yellow 70.301""><img src=""media/ecom/prodsm/Gloss_Lemon_Yellow_70.301ACT.jpg"" /></a>


<a href=""media/ecom/prodxl/Gloss_Banana_Yellow_70.302.jpg"" rel=""lightbox clearbox"" title=""Gloss Banana Yellow 70.302""><img src=""media/ecom/prodsm/Gloss_Banana_Yellow_70.302.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Mandarin_Orange_70.400.jpg"" rel=""lightbox clearbox"" title=""Gloss Mandarin Orange 70.400""><img src=""media/ecom/prodsm/Gloss_Mandarin_Orange_70.400.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Chilli_Red_70.500ACT.jpg"" rel=""lightbox clearbox"" title=""Gloss Chilli Red 70.500 ACT""><img src=""media/ecom/prodsm/Gloss_Chilli_Red_70.500ACT.jpg"" /></a>
<br><br>
<span
style=""font-weight: bold; color: rgb(153, 186, 58);"">PLEASE SELECT REQUIRED COLOUR BELOW:</span>
","CHECKBOX-CUSTOM","","0","20","Item Options","Gloss Ultra Clear 70.001|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Brilliant White 70.100|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Calcite White 70.102 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Latte Beige 70.103 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Ivory White 70.101 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Volcano Red 70.501 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Midnight Blue 70.600 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Cobalt Blue 70.601 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Hunter Green 70.700 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Bottle Green 70.701 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Apple Green 70.702|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Super Black 70.200|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Buttercup Yellow 70.300 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Lemon Yellow 70.301|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Banana Yellow 70.302|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Mandarin Orange 70.400|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Chilli Red 70.500 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_Green_Power","Select Size & Quantity of Rolls","","CHECKBOX-CUSTOM","","1","1","Enter quantity above then select 5m or 50m rolls here","1270mm x 5m roll|72.50|0.00|0|STANDARD|STANDARD|STANDARD|
1270mm x 10m roll|145.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_IL","Choose Roll Size Below","Please select the size or roll required below","CHECKBOX-CUSTOM","","1","10","Prices are per roll at 1370mm wide","1370mm x 10m Roll|174.90|114.80|0|STANDARD|STANDARD|STANDARD|
1370mm x 50m Roll|717.50|574.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_Matt","Select Colour","<span
style=""font-weight: bold; color: rgb(153, 186, 58);"">VIEW COLOURS: (click to enlarge)</span><br><br>
These images are a representation only.  Please ask for a sample.<br><br>

<a href=""media/ecom/prodxl/Matt_Flat_Black_71.200.jpg"" rel=""lightbox clearbox"" title=""Matt Flat Black 71.200 ACT""><img src=""media/ecom/prodsm/Matt_Flat_Black_71.200.jpg"" /></a>

<a href=""media/ecom/prodxl/Matt_Sunset_Orange_71.400.jpg"" rel=""lightbox clearbox"" title=""Matt Sunset Orange 71.400 ACT""><img src=""media/ecom/prodsm/Matt_Sunset_Orange_71.400.jpg"" /></a>

<a href=""media/ecom/prodxl/Matt_Strawberry_Red_71.500.jpg"" rel=""lightbox clearbox"" title=""Matt Strawberry Red 71.500""><img src=""media/ecom/prodsm/Matt_Strawberry_Red_71.500.jpg"" /></a>

<a href=""media/ecom/prodxl/Matt_Satellite_Silver_71.901.jpg"" rel=""lightbox clearbox"" title=""Matt Satellite Silver 71.901 ACT""><img src=""media/ecom/prodsm/Matt_Satellite_Silver_71.901.jpg"" /></a>

<a href=""media/ecom/prodxl/Matt_Storm_Grey_71.903.jpg"" rel=""lightbox clearbox"" title=""Matt Storm Grey 71.903 ACT""><img src=""media/ecom/prodsm/Matt_Storm_Grey_71.903.jpg"" /></a><p>Matt</p><br>

<a href=""media/ecom/prodxl/Gloss_Brilliant_White_70.100.jpg"" rel=""lightbox clearbox"" title=""Gloss Brilliant White 70.100""><img src=""media/ecom/prodsm/Gloss_Brilliant_White_70.100.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Volcano_Red_70.501ACT.jpg"" rel=""lightbox clearbox"" title=""Gloss Volcano Red 70.501 ACT""><img src=""media/ecom/prodsm/Gloss_Volcano_Red_70.501ACT.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Bottle_Green_70.701ACT.jpg"" rel=""lightbox clearbox"" title=""Gloss Bottle Green 70.701 ACT""><img src=""media/ecom/prodsm/Gloss_Bottle_Green_70.701ACT.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Apple_Green_70.702.jpg"" rel=""lightbox clearbox"" title=""Gloss Apple Green 70.702""><img src=""media/ecom/prodsm/Gloss_Apple_Green_70.702.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Mandarin_Orange_70.400.jpg"" rel=""lightbox clearbox"" title=""Gloss Mandarin Orange 70.400""><img src=""media/ecom/prodsm/Gloss_Mandarin_Orange_70.400.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Chilli_Red_70.500ACT.jpg"" rel=""lightbox clearbox"" title=""Gloss Chilli Red 70.500 ACT""><img src=""media/ecom/prodsm/Gloss_Chilli_Red_70.500ACT.jpg"" /></a>
<p>Gloss</p><br>

<a href=""media/ecom/prodxl/Pearlescent_Oyster_15.110.jpg"" rel=""lightbox clearbox"" title=""Pearlescent Oyster 15.110""><img src=""media/ecom/prodsm/Pearlescent_Oyster.jpg"" /></a>

<a href=""media/ecom/prodxl/Pearlescent_Blue_15.160.jpg"" rel=""lightbox clearbox"" title=""Pearlescent Blue 15.160""><img src=""media/ecom/prodsm/Pearlescent_Blue.jpg"" /></a>

<a href=""media/ecom/prodxl/Pearlescent_Gold_15.180.jpg"" rel=""lightbox clearbox"" title=""Pearlescent Gold 15.180 ACT""><img src=""media/ecom/prodsm/Pearlescent_Gold.jpg"" /></a><p>Pearl</p>

<br><br>
<span
style=""font-weight: bold; color: rgb(153, 186, 58);"">PLEASE SELECT REQUIRED COLOUR BELOW:</span>
","CHECKBOX-CUSTOM","","1","20","Item Options","Matt Flat Black 71.200|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Matt Sunset Orange 71.400|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Matt Strawberry Red 71.500|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Matt Satellite Silver 71.901|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Matt Storm Grey 71.903|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss White 70.100|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Volcano Red 70.501|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Bottle Green 70.701|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Apple Green 70.702|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Mandarin Orange 70.400|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Chilli Red 70.500|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Pearl Oyster 15.110|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Pearl Blue 15.160|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Pearl Gold 15.180|0.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_Pearlescent","Select Colour","<span
style=""font-weight: bold; color: rgb(153, 186, 58);"">VIEW COLOURS: (click to enlarge)</span><br><br>
These images are a representation only.  Please ask for a sample.<br><br>
<a href=""media/ecom/prodxl/Pearlescent_Oyster_15.110.jpg"" rel=""lightbox clearbox"" title=""Pearlescent Oyster 15.110""><img src=""media/ecom/prodsm/Pearlescent_Oyster.jpg"" /></a>

<a href=""media/ecom/prodxl/Pearlescent_Indigo_15.150.jpg"" rel=""lightbox clearbox"" title=""Pearlescent Indigo 15.150""><img src=""media/ecom/prodsm/Pearlescent_Indigo.jpg"" /></a>

<a href=""media/ecom/prodxl/Pearlescent_Blue_15.160.jpg"" rel=""lightbox clearbox"" title=""Pearlescent Blue 15.160""><img src=""media/ecom/prodsm/Pearlescent_Blue.jpg"" /></a>

<a href=""media/ecom/prodxl/Pearlescent_Gold_15.180.jpg"" rel=""lightbox clearbox"" title=""Pearlescent Gold 15.180 ACT""><img src=""media/ecom/prodsm/Pearlescent_Gold.jpg"" /></a>

<a href=""media/ecom/prodxl/Metallic_Orange_Fizz_12.400.jpg"" rel=""lightbox clearbox"" title=""Metallic Orange Fizz 12.400 ACT""><img src=""media/ecom/prodsm/Metallic_Orange_Fizz_12.400.jpg"" /></a>

<a href=""media/ecom/prodxl/Iridescent_Green_Brown_15.780.jpg"" rel=""lightbox clearbox"" title=""Iridescent Green Brown 15.780""><img src=""media/ecom/prodsm/Iridescent_Green_Brown_15.780.jpg"" /></a><br>

<a href=""media/ecom/prodxl/Iridescent_Black_Purple_15.250.jpg"" rel=""lightbox clearbox"" title=""Iridescent Black Purple 15.250""><img src=""media/ecom/prodsm/Iridescent_Black_Purple_15.250.jpg"" /></a>

<a href=""media/ecom/prodxl/Glitter_Electric_Blue_15.600.jpg"" rel=""lightbox clearbox"" title=""Glitter Electric Blue 15.600""><img src=""media/ecom/prodsm/Glitter_Electric_Blue_15.600.jpg"" /></a>

<a href=""media/ecom/prodxl/Metallic_Havana_Black_12.200.jpg"" rel=""lightbox clearbox"" title=""Metallic Havana Black 12.200 ACT""><img src=""media/ecom/prodsm/Metallic_Havana_Black_12.200.jpg"" /></a>
<br><br>
<span
style=""font-weight: bold; color: rgb(153, 186, 58);"">PLEASE SELECT REQUIRED COLOUR BELOW:</span>
","RADIO-CUSTOM","","0","20","Item Options","Pearlescent Oyster 15.110|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Pearlescent Indigo 15.150|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Pearlescent Blue 15.160|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Pearlescent Gold 15.180 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Metallic Orange Fizz 12.400 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Iridescent Green Browne 15.780|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Iridescent Black Purple 15.250|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Glitter Electric Blue 15.600|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Metallic Havana Black 12.200 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_S69_0625","Choose Roll Size Below","","CHECKBOX-CUSTOM","","1","1","Prices are per roll at 625mm wide","625mm x 25m Roll|65.00|0.00|0|STANDARD|STANDARD|STANDARD|
625mm x 50m Roll|122.20|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_S69_1250","Choose Roll Size Below","","CHECKBOX-CUSTOM","","1","1","Prices are per roll at 1250mm wide","1250mm x 25m Roll|130.00|0.00|0|STANDARD|STANDARD|STANDARD|
1250mm x 50m Roll|244.40|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_S79_0625","Choose Roll Size Below","","CHECKBOX-CUSTOM","","1","1","Prices are per roll at 625mm wide","625mm x 25m Roll|47.00|0.00|0|STANDARD|STANDARD|STANDARD|
625mm x 50m Roll|84.60|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_S79_1250","Choose Roll Size Below","","CHECKBOX-CUSTOM","","1","1","Prices are per roll at 1250mm wide","1250mm x 25m Roll|94.00|0.00|0|STANDARD|STANDARD|STANDARD|
1250mm x 50m Roll|169.20|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_SRL96","Choose Roll Size Below","","RADIO-CUSTOM","","1","1","Prices are per roll at 1370mm wide","1370mm x 10m roll|142.40|0.00|1|STANDARD|STANDARD|STANDARD|
1370mm x 50m roll|640.80|0.00|5|STANDARD|STANDARD|STANDARD|
1520mm x 10m roll|158.60|0.00|0|STANDARD|STANDARD|STANDARD|
1520mm x 50m roll|713.70|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_Support","Choose size required","Choose width of Roll Support","CHECKBOX-CUSTOM","","1","10","Item Options","860mm wide|135.00|0.00|0|STANDARD|STANDARD|STANDARD|
1320mm wide|145.00|0.00|0|STANDARD|STANDARD|STANDARD|
1620mm wide|160.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_Trans_Print","Choose Tack Level Below","<p>Available in two tack level options.</p>
<p>909 Medium Tack is suitable for most applications</p>
<p>909HT High Tack is sometimes preferred when using Image Flex Pro Sub Block</p>
<p>909L has a liner making it even easier to use or cut into sheets</p>","CHECKBOX-CUSTOM","","1","1","Item Options","909 Medium Tack|51.30|0.00|0|STANDARD|STANDARD|STANDARD|
909HT High Tack|51.30|0.00|0|STANDARD|STANDARD|STANDARD|
909L Medium Tack with Liner|66.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_Ultra_Chrome","Select Colour","<span
style=""font-weight: bold; color: rgb(153, 186, 58);"">VIEW COLOURS: (click to enlarge)</span><br><br>
These images are a representation only.  Please ask for a sample.<br><br>
<a href=""media/ecom/prodxl/Ultra_Chrome_Silver.jpg"" rel=""fancybox"" title=""Ultra Chrome Silver 73.901N""><img src=""media/ecom/prodsm/Ultra_Chrome_Silver.jpg"" /></a>

<a href=""media/ecom/prodxl/Ultra_Chrome_Red.jpg"" rel=""fancybox"" title=""Ultra Chrome Red 73.500N""><img src=""media/ecom/prodsm/Ultra_Chrome_Red.jpg"" /></a>

<a href=""media/ecom/prodxl/Ultra_Chrome_Blue.jpg"" rel=""fancybox"" title=""Ultra Chrome Blue 73.600N""><img src=""media/ecom/prodsm/Ultra_Chrome_Blue.jpg"" /></a>

<a href=""media/ecom/prodxl/Ultra_Chrome_Green.jpg"" rel=""fancybox"" title=""Ultra Chrome Green 73.700N""><img src=""media/ecom/prodsm/Ultra_Chrome_Green.jpg"" /></a>

<a href=""media/ecom/prodxl/Ultra_Chrome_Gold.jpg"" rel=""fancybox"" title=""Ultra Chrome Gold 73.800N""><img src=""media/ecom/prodsm/Ultra_Chrome_Gold.jpg"" /></a>

<a href=""media/ecom/prodxl/Ultra_Chrome_Pink.jpg"" rel=""fancybox"" title=""Ultra Chrome Pink 73.501N""><img src=""media/ecom/prodsm/Ultra_Chrome_Pink.jpg"" /></a>

<br><br>
<span
style=""font-weight: bold; color: rgb(153, 186, 58);"">PLEASE SELECT REQUIRED COLOUR BELOW:</span>
","RADIO-CUSTOM","","1","20","Item Options","Ultra Chrome Silver 73.901N|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Ultra Chrome Red 73.500N|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Ultra Chrome Blue 73.600N|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Ultra Chrome Green 73.700N|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Ultra Chrome Gold 73.800N|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Ultra Chrome Pink 73.501N|0.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_VC104","Select Material Type","Please select type of material required","CHECKBOX-CUSTOM","","1","1","Item Options","Rigid Grade|121.58|121.58|0|STANDARD|STANDARD|STANDARD|
Curtain Grade|128.87|128.87|0|STANDARD|STANDARD|STANDARD|
Segmented Curtain Grade|147.53|147.53|0|STANDARD|STANDARD|STANDARD|
Tanker Grade|191.49|191.49|0|STANDARD|STANDARD|STANDARD|"
"Roll_W15","Choose Colour Below","","CHECKBOX-CUSTOM","","1","1","Colour Options","W16 :: Black with White Adhesive|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
W15 :: White with Black Adhesive|0.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_WBL995","Choose Roll Size Below","","CHECKBOX-CUSTOM","","1","1","Prices are per roll at 1370mm wide","1370mm x 5m Roll|158|0.00|0|STANDARD|STANDARD|STANDARD|
1370mm x 25m Roll|711.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"S62HT","Choose Size Below","Choose Size of Roll (Supplied as 12.5m lengths due to weight of the roll)  ","CHECKBOX-CUSTOM","","1","10","Prices are per roll","1250mm x 12.5m|286|0.00|0|STANDARD|STANDARD|STANDARD|
1250mm x 25m (Supplied in 2 x 12.5m rolls)|554.85|0.00|0|STANDARD|STANDARD|STANDARD|"
"Sale_Application_Tape","Select Roll","Please select roll below","CHECKBOX-CUSTOM","","1","1","Item Options",""
"Sale_Digital_Gloss_Vinyl","Select Size of Roll","Please select size or roll below","CHECKBOX-CUSTOM","","1","1","Item Options","1370mm x 50m Gloss White (Removable)|36.00|0.00|0|STANDARD|STANDARD|STANDARD|
1372mm x 50m Gloss White (Removable)|36.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"Sale_Digital_Micro_Perforated","Select Size of Roll","Please select size or roll below","SELECT-CUSTOM","","1","1","Item Options","685mm x 25m Roll for UV only|35.00|0.00|0|STANDARD|STANDARD|STANDARD|
1524mm x 50m Roll for UV only|145.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"Sale_Digital_Paper","Select Size of Roll","Please select size or roll below","CHECKBOX-CUSTOM","","1","1","Item Options","1600mm x 100m - Blueback Photo Paper|35.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"Sale_Gloss_Lam","Select Size of Roll","Please select size or roll below","CHECKBOX-CUSTOM","","1","1","Item Options","1370mm x 50m Gloss Laminatem|72.50|0.00|0|STANDARD|STANDARD|STANDARD|
610mm x 100m Gloss Laminate|33.50|0.00|0|STANDARD|STANDARD|STANDARD|
590mm x 100m Gloss Laminate|31.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"Sale_Roll_Up_Media","Select Size of Roll","Please select size or roll below","CHECKBOX-CUSTOM","","1","1","Item Options","1600mm x 30m Roll Up Media|75.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"Sale_Uni_Can","Select Size of Roll","Please select size or roll below","CHECKBOX-CUSTOM","","1","1","Item Options","1270mm x 12m Roll for Aqueous Inks|20.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"SC123","1370mm wide","","CHECKBOX-CUSTOM","","1","2","Order 1370mm wide by the metre or by the roll here","per metre|40.88|0.00|0|STANDARD|STANDARD|STANDARD|
per 25m roll|971.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"SC400GBW1260","or 1260mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","2","Order 1260mm wide by the metre or by the roll here","part roll - price per metre|4.72|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|213|0.00|0|STANDARD|STANDARD|STANDARD|"
"SC400GBW630","Please select either 630mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","1","Order 630mm wide by the metre or by the roll here","part roll - price per metre|2.36|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|106.50|0.00|0|STANDARD|STANDARD|STANDARD|"
"SC400GC1260","or 1260mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","2","Order 1260mm wide by the metre or by the roll here","part roll - price per metre|5.12|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|231|0.00|0|STANDARD|STANDARD|STANDARD|"
"SC400GC630","Please select either 630mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","1","Order 630mm wide by the metre or by the roll here","part roll - price per metre|2.56|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|115.50|0.00|0|STANDARD|STANDARD|STANDARD|"
"SC400GM1260","or 1260mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","2","Order 1260mm wide by the metre or by the roll here","part roll - price per metre|5.50|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|248|0.00|0|STANDARD|STANDARD|STANDARD|"
"SC400GM630","Please select either 630mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","1","Order 630mm wide by the metre or by the roll here","part roll - price per metre|2.64|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|119|0.00|0|STANDARD|STANDARD|STANDARD|"
"SC400MBW1260","or 1260mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","2","Order 1260mm wide by the metre or by the roll here","part roll - price per metre|4.72|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|213|0.00|0|STANDARD|STANDARD|STANDARD|"
"SC400MBW630","Please select either 630mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","1","Order 630mm wide by the metre or by the roll here","part roll - price per metre|2.36|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|106.5|0.00|0|STANDARD|STANDARD|STANDARD|"
"SCALPEL_HANDLES","Choose Type Below","Choose from No:3 or No:7 Handle below","CHECKBOX-CUSTOM","","1","10","Item Options","No: 3 Scalpel Handles - each|2.85|2.42|0|STANDARD|STANDARD|STANDARD|
No: 7 Scalpel Handles - each|5.57|4.73|0|STANDARD|STANDARD|STANDARD|
10 x No: 3 Scalpel Handles|26.80|24.20|0|STANDARD|STANDARD|STANDARD|
10 x No: 7 Scalpel Handles|52.40|47.30|0|STANDARD|STANDARD|STANDARD|"
"SC_SHADE","Shade","Choose Shade properties","RADIO-CUSTOM","","1","10","Item Options","Slate Charcoal 05 (5% Light Transmittance)|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Slate Charcoal 35 (34% Light Transmittance)|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Slate Charcoal 50 (49% Light Transmittance)|0.00|0.00|0|STANDARD|STANDARD|STANDARD|"
