Type,SKU,Regular price,Sale price,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,meta:_price_tiers,Published,Visibility in catalog,In stock?,Backorders allowed?
variation,M307-sz12,1.75,,M307,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,M307-sz13,77.00,,M307,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,M313-sz01,0.46,,M313,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,M313-sz02,0.76,,M313,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,M313-sz03,0.99,,M313,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,M313-sz04,1.08,,M313,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,M313-sz05,5.40,,M313,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,M313-sz06,1.42,,M313,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,M313-sz07,7.10,,M313,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,M313-sz08,2.02,,M313,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,M313-sz09,10.10,,M313,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,M313-sz10,3.50,,M313,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,M313-sz11,154.00,,M313,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,M313-sz12,1.75,,M313,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,M313-sz13,77.00,,M313,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,M314-sz01,0.46,,M314,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,M314-sz02,0.76,,M314,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,M314-sz03,0.99,,M314,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,M314-sz04,1.08,,M314,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,M314-sz05,5.40,,M314,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,M314-sz06,1.42,,M314,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,M314-sz07,7.10,,M314,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,M314-sz08,2.02,,M314,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,M314-sz09,10.10,,M314,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,M314-sz10,3.50,,M314,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,M314-sz11,154.00,,M314,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,M314-sz12,1.75,,M314,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,M314-sz13,77.00,,M314,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,M315-sz01,0.46,,M315,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,M315-sz02,0.76,,M315,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,M315-sz03,0.99,,M315,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,M315-sz04,1.08,,M315,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,M315-sz05,5.40,,M315,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,M315-sz06,1.42,,M315,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,M315-sz07,7.10,,M315,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,M315-sz08,2.02,,M315,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,M315-sz09,10.10,,M315,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,M315-sz10,3.50,,M315,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,M315-sz11,154.00,,M315,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,M315-sz12,1.75,,M315,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,M315-sz13,77.00,,M315,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,M316-sz01,0.46,,M316,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,M316-sz02,0.76,,M316,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,M316-sz03,0.99,,M316,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,M316-sz04,1.08,,M316,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,M316-sz05,5.40,,M316,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,M316-sz06,1.42,,M316,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,M316-sz07,7.10,,M316,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,M316-sz08,2.02,,M316,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,M316-sz09,10.10,,M316,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,M316-sz10,3.50,,M316,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,M316-sz11,154.00,,M316,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,M316-sz12,1.75,,M316,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,M316-sz13,77.00,,M316,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,M321-sz01,0.46,,M321,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,M321-sz02,0.76,,M321,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,M321-sz03,0.99,,M321,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,M321-sz04,1.08,,M321,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,M321-sz05,5.40,,M321,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,M321-sz06,1.42,,M321,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,M321-sz07,7.10,,M321,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,M321-sz08,2.02,,M321,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,M321-sz09,10.10,,M321,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,M321-sz10,3.50,,M321,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,M321-sz11,154.00,,M321,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,M321-sz12,1.75,,M321,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,M321-sz13,77.00,,M321,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,M322-sz01,0.46,,M322,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,M322-sz02,0.76,,M322,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,M322-sz03,0.99,,M322,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,M322-sz04,1.08,,M322,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,M322-sz05,5.40,,M322,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,M322-sz06,1.42,,M322,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,M322-sz07,7.10,,M322,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,M322-sz08,2.02,,M322,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,M322-sz09,10.10,,M322,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,M322-sz10,3.50,,M322,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,M322-sz11,154.00,,M322,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,M322-sz12,1.75,,M322,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,M322-sz13,77.00,,M322,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,M323-sz01,0.46,,M323,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,M323-sz02,0.76,,M323,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,M323-sz03,0.99,,M323,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,M323-sz04,1.08,,M323,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,M323-sz05,5.40,,M323,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,M323-sz06,1.42,,M323,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,M323-sz07,7.10,,M323,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,M323-sz08,2.02,,M323,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,M323-sz09,10.10,,M323,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,M323-sz10,3.50,,M323,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,M323-sz11,154.00,,M323,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,M323-sz12,1.75,,M323,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,M323-sz13,77.00,,M323,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,M332-sz01,0.46,,M332,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,M332-sz02,0.76,,M332,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,M332-sz03,0.99,,M332,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,M332-sz04,1.08,,M332,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,M332-sz05,5.40,,M332,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,M332-sz06,1.42,,M332,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,M332-sz07,7.10,,M332,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,M332-sz08,2.02,,M332,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,M332-sz09,10.10,,M332,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,M332-sz10,3.50,,M332,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,M332-sz11,154.00,,M332,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,M332-sz12,1.75,,M332,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,M332-sz13,77.00,,M332,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,M335-sz01,0.46,,M335,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,M335-sz02,0.76,,M335,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,M335-sz03,0.99,,M335,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,M335-sz04,1.08,,M335,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,M335-sz05,5.40,,M335,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,M335-sz06,1.42,,M335,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,M335-sz07,7.10,,M335,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,M335-sz08,2.02,,M335,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,M335-sz09,10.10,,M335,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,M335-sz10,3.50,,M335,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,M335-sz11,154.00,,M335,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,M335-sz12,1.75,,M335,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,M335-sz13,77.00,,M335,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,M341-sz01,0.46,,M341,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,M341-sz02,0.76,,M341,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,M341-sz03,0.99,,M341,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,M341-sz04,1.08,,M341,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,M341-sz05,5.40,,M341,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,M341-sz06,1.42,,M341,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,M341-sz07,7.10,,M341,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,M341-sz08,2.02,,M341,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,M341-sz09,10.10,,M341,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,M341-sz10,3.50,,M341,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,M341-sz11,154.00,,M341,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,M341-sz12,1.75,,M341,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,M341-sz13,77.00,,M341,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,M342-sz01,0.46,,M342,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,M342-sz02,0.76,,M342,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,M342-sz03,0.99,,M342,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,M342-sz04,1.08,,M342,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,M342-sz05,5.40,,M342,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,M342-sz06,1.42,,M342,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,M342-sz07,7.10,,M342,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,M342-sz08,2.02,,M342,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,M342-sz09,10.10,,M342,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,M342-sz10,3.50,,M342,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,M342-sz11,154.00,,M342,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,M342-sz12,1.75,,M342,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,M342-sz13,77.00,,M342,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,M350-sz01,0.46,,M350,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,M350-sz02,0.76,,M350,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,M350-sz03,0.99,,M350,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,M350-sz04,1.08,,M350,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,M350-sz05,5.40,,M350,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,M350-sz06,1.42,,M350,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,M350-sz07,7.10,,M350,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,M350-sz08,2.02,,M350,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,M350-sz09,10.10,,M350,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,M350-sz10,3.50,,M350,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,M350-sz11,154.00,,M350,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,M350-sz12,1.75,,M350,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,M350-sz13,77.00,,M350,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,M356-sz01,0.46,,M356,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,M356-sz02,0.76,,M356,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,M356-sz03,0.99,,M356,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,M356-sz04,1.08,,M356,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,M356-sz05,5.40,,M356,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,M356-sz06,1.42,,M356,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,M356-sz07,7.10,,M356,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,M356-sz08,2.02,,M356,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,M356-sz09,10.10,,M356,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,M356-sz10,3.50,,M356,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,M356-sz11,154.00,,M356,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,M356-sz12,1.75,,M356,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,M356-sz13,77.00,,M356,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,M357-sz01,0.46,,M357,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,M357-sz02,0.76,,M357,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,M357-sz03,0.99,,M357,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,M357-sz04,1.08,,M357,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,M357-sz05,5.40,,M357,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,M357-sz06,1.42,,M357,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,M357-sz07,7.10,,M357,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,M357-sz08,2.02,,M357,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,M357-sz09,10.10,,M357,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,M357-sz10,3.50,,M357,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,M357-sz11,154.00,,M357,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,M357-sz12,1.75,,M357,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,M357-sz13,77.00,,M357,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,M358-sz01,0.46,,M358,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,M358-sz02,0.76,,M358,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,M358-sz03,0.99,,M358,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,M358-sz04,1.08,,M358,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,M358-sz05,5.40,,M358,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,M358-sz06,1.42,,M358,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,M358-sz07,7.10,,M358,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,M358-sz08,2.02,,M358,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,M358-sz09,10.10,,M358,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,M358-sz10,3.50,,M358,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,M358-sz11,154.00,,M358,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,M358-sz12,1.75,,M358,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,M358-sz13,77.00,,M358,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,M360-sz01,0.46,,M360,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
