Status,Product,Option,"Website code (old)","Your SKU / Resolution",Price,"What we did / what we need from you"
"NEEDS DECISION - MULTIPLE CODES","Ri-Mark Optima 402 Anthracite","or 1260mm wide here — full 50 metre roll",SC402-sz02,"SC4021260 / SC402630",248.0,"You listed more than one Sage code here (""SC4021260 / SC402630""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"STILL NEEDS A SAGE CODE","Ri-Mark Optima 402 Anthracite","or 1260mm wide here — part roll - price per metre",SC402-sz01,,5.5,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","Ri-Mark Optima 402 Anthracite","Size / Format — full 50 metre roll",SC402-sz04,,119.0,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","Ri-Mark Optima 402 Anthracite","Size / Format — part roll - price per metre",SC402-sz03,,2.64,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"NEEDS DECISION - MULTIPLE CODES","Ri-Mark Optima 412 Yellow","or 1260mm wide here — full 50 metre roll",SC412-sz02,"SC4121260 / SC412630",248.0,"You listed more than one Sage code here (""SC4121260 / SC412630""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"STILL NEEDS A SAGE CODE","Ri-Mark Optima 412 Yellow","or 1260mm wide here — part roll - price per metre",SC412-sz01,,5.5,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","Ri-Mark Optima 412 Yellow","Size / Format — full 50 metre roll",SC412-sz04,,119.0,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","Ri-Mark Optima 412 Yellow","Size / Format — part roll - price per metre",SC412-sz03,,2.64,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"NEEDS DECISION - MULTIPLE CODES","Ri-Mark Optima 420 Orange","or 1260mm wide here — full 50 metre roll",SC420-sz02,"SC4201260 / SC420630",248.0,"You listed more than one Sage code here (""SC4201260 / SC420630""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"STILL NEEDS A SAGE CODE","Ri-Mark Optima 420 Orange","or 1260mm wide here — part roll - price per metre",SC420-sz01,,5.5,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","Ri-Mark Optima 420 Orange","Size / Format — full 50 metre roll",SC420-sz04,,119.0,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","Ri-Mark Optima 420 Orange","Size / Format — part roll - price per metre",SC420-sz03,,2.64,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"NEEDS DECISION - MULTIPLE CODES","Ri-Mark Optima 471 Gold","or 1260mm wide here — full 50 metre roll",SC471-sz02,"SC4711260 / SC471630",248.0,"You listed more than one Sage code here (""SC4711260 / SC471630""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"STILL NEEDS A SAGE CODE","Ri-Mark Optima 471 Gold","Size / Format — full 50 metre roll",SC471-sz04,,119.0,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","Ri-Mark Optima 471 Gold","Size / Format — part roll - price per metre",SC471-sz03,,2.64,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"NEEDS DECISION - MULTIPLE CODES","Ri-Mark Optima 474 Copper","or 1260mm wide here — full 50 metre roll",SC474-sz02,"SC4741260 / SC474630",248.0,"You listed more than one Sage code here (""SC4741260 / SC474630""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"STILL NEEDS A SAGE CODE","Ri-Mark Optima 474 Copper","Size / Format — full 50 metre roll",SC474-sz04,,119.0,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","Ri-Mark Optima 474 Copper","Size / Format — part roll - price per metre",SC474-sz03,,2.64,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"NEEDS DECISION - MULTIPLE CODES","Ri-Mark Optima 481 Silver","or 1260mm wide here — full 50 metre roll",SC481-sz02,"SC4811260 / SC481630",248.0,"You listed more than one Sage code here (""SC4811260 / SC481630""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"STILL NEEDS A SAGE CODE","Ri-Mark Optima 481 Silver","Size / Format — full 50 metre roll",SC481-sz04,,119.0,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","Ri-Mark Optima 481 Silver","Size / Format — part roll - price per metre",SC481-sz03,,2.64,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"NEEDS DECISION - MULTIPLE CODES","Ri-Mark Optima 485 Green","or 1260mm wide here — full 50 metre roll",SC485-sz02,"SC4851230 / SC485630",248.0,"You listed more than one Sage code here (""SC4851230 / SC485630""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"STILL NEEDS A SAGE CODE","Ri-Mark Optima 485 Green","or 1260mm wide here — part roll - price per metre",SC485-sz01,,5.5,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","Ri-Mark Optima 485 Green","Size / Format — full 50 metre roll",SC485-sz04,,119.0,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","Ri-Mark Optima 485 Green","Size / Format — part roll - price per metre",SC485-sz03,,2.64,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"DONE - SAGE CODE APPLIED","Ri-Mark Optima Series Colour Selectors","Ri-Mark Optima Series 2 Page A4 Colour Card",Ri-Mark-Optima-Colour-Cards,COLSELOPTIMAA4,2.5,"SKU on the site changed from ""Ri-Mark-Optima-Colour-Cards"" to your Sage code ""COLSELOPTIMAA4"". No further action needed."
"DONE - SAGE CODE APPLIED","Ri-Mark Optima Series Colour Selectors","Ri-Mark Optima Series Colour Pocket Swatch",Ri-Mark-Optima-Colour-Pocket-Swatch,COLSELOPTIMAPS,5.0,"SKU on the site changed from ""Ri-Mark-Optima-Colour-Pocket-Swatch"" to your Sage code ""COLSELOPTIMAPS"". No further action needed."
"DONE - SAGE CODE APPLIED","Ri-Mark Platinum Series Colour Selectors","Ri-Mark Platinum Series 2 Page A4 Colour Card",Ri-Mark-Platinum-Colour-Cards,COLSELPLATINUMA4,2.5,"SKU on the site changed from ""Ri-Mark-Platinum-Colour-Cards"" to your Sage code ""COLSELPLATINUMA4"". No further action needed."
"DONE - SAGE CODE APPLIED","Ri-Mark Platinum Series Colour Selectors","Ri-Mark Platinum Series Colour Pocket Swatch",Ri-Mark-Platinum-Colour-Pocket-Swatch,COLSELPLATINUMPS,5.0,"SKU on the site changed from ""Ri-Mark-Platinum-Colour-Pocket-Swatch"" to your Sage code ""COLSELPLATINUMPS"". No further action needed."
"DONE - SAGE CODE APPLIED","Right-Off Cleaner","1 Ltr with Trigger Spray Bottle",RIG-sz01,RIG1,13.95,"SKU on the site changed from ""RIG-sz01"" to your Sage code ""RIG1"". No further action needed."
"DONE - SAGE CODE APPLIED","Right-Off Cleaner","5 Ltr Refill Bottle",RIG-sz02,RIG5,62.8,"SKU on the site changed from ""RIG-sz02"" to your Sage code ""RIG5"". No further action needed."
"PLEASE CONFIRM - DELETE FROM SITE?","Ritrama CF01 Pink Fluorescent","or 'Sheet' size here — 203mm x 500mm",CF01-sz06,,2.0,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Ritrama CF01 Pink Fluorescent","or 'Sheet' size here — 305mm x 500mm",CF01-sz07,,2.98,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Ritrama CF01 Pink Fluorescent","or 1220mm wide — full 25 mtr roll",CF01-sz04,,346.0,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Ritrama CF01 Pink Fluorescent","Size / Format — 203mm x 5m",CF01-sz09,,14.25,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Ritrama CF01 Pink Fluorescent","Size / Format — 305mm x 5m",CF01-sz11,,21.25,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Ritrama CF01 Pink Fluorescent","Size / Format — 500mm x 5m",CF01-sz13,,37.75,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"NEEDS DECISION - MULTIPLE CODES","Ritrama CF01 Pink Fluorescent","Size / Format — full 25 mtr roll",CF01-sz02,"CF011220 / CF01610",173.0,"You listed more than one Sage code here (""CF011220 / CF01610""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"NEEDS DECISION - NOT A SAGE CODE","Ritrama CF01 Pink Fluorescent","Size / Format — part roll - price per mtr",CF01-sz01,"Q DISC FOR 25",7.69,"The SKU/Resolution box has an instruction rather than a code (""Q DISC FOR 25""), so we could not apply it. Please confirm the actual Sage code for this line (and we will handle the pricing/quantity rule separately)."
"NEEDS DECISION - MULTIPLE CODES","Ritrama PTA Silver Etch",,PTA,"PTA1520 / PTA1220 / PTA610",8.52,"You listed more than one Sage code here (""PTA1520 / PTA1220 / PTA610""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"NEEDS DECISION - MULTIPLE CODES","Ritrama PTAS Dark Silver Etch",,PTAS,"PTAS1520 / PTAS1220 / PTAS610",4.26,"You listed more than one Sage code here (""PTAS1520 / PTAS1220 / PTAS610""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"NEEDS DECISION - MULTIPLE CODES","Ritrama PTF Dusted Etch",,PTF,"PTF1520 / PTF1220 / PTF610",9.96,"You listed more than one Sage code here (""PTF1520 / PTF1220 / PTF610""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"DONE - REMOVED FROM SITE","RM04 Brown Chocolate","full roll - 1220mm x 50 mtr","Cover Styl' RM04-sz02",,855.0,"Removed as confirmed (Cover Styl' colour / obsolete). Listed for your records only."
"DONE - REMOVED FROM SITE","RM04 Brown Chocolate","part roll - price per mtr at 1220mm","Cover Styl' RM04-sz01",,19.0,"Removed as confirmed (Cover Styl' colour / obsolete). Listed for your records only."
"DONE - REMOVED FROM SITE","RM29 Onyx",,"Cover Styl' RM29",,,"Removed as confirmed (Cover Styl' colour / obsolete). Listed for your records only."
"CONFLICT - SAME CODE ON TWO LINES","Roland Eco Sol Max 2 Inks","Roland Eco Sol Max 2 220cc Metallic",10002-sz09,ROLINKM2009,202.0,"You gave Sage code ""ROLINKM2009"" to more than one line in the sheet. SKUs must be unique, so please confirm which line should keep it."
"CONFLICT - SAME CODE ON TWO LINES","Roland Eco Sol Max 2 Inks","Roland Eco Sol Max 2 220cc White",10002-sz08,ROLINKM2008,90.0,"You gave Sage code ""ROLINKM2008"" to more than one line in the sheet. SKUs must be unique, so please confirm which line should keep it."
"DONE - SAGE CODE APPLIED","Roland Eco Sol Max 2 Inks","Roland Eco Sol Max 2 440cc Black",10002-sz04,ROLINKM2004,105.0,"SKU on the site changed from ""10002-sz04"" to your Sage code ""ROLINKM2004"". No further action needed."
"DONE - SAGE CODE APPLIED","Roland Eco Sol Max 2 Inks","Roland Eco Sol Max 2 440cc Cyan",10002-sz01,ROLINKM2001,105.0,"SKU on the site changed from ""10002-sz01"" to your Sage code ""ROLINKM2001"". No further action needed."
"DONE - SAGE CODE APPLIED","Roland Eco Sol Max 2 Inks","Roland Eco Sol Max 2 440cc Light Cyan",10002-sz05,ROLINKM2005,105.0,"SKU on the site changed from ""10002-sz05"" to your Sage code ""ROLINKM2005"". No further action needed."
"DONE - SAGE CODE APPLIED","Roland Eco Sol Max 2 Inks","Roland Eco Sol Max 2 440cc Light Magenta",10002-sz06,ROLINKM2006,105.0,"SKU on the site changed from ""10002-sz06"" to your Sage code ""ROLINKM2006"". No further action needed."
"DONE - SAGE CODE APPLIED","Roland Eco Sol Max 2 Inks","Roland Eco Sol Max 2 440cc Magenta",10002-sz02,ROLINKM2002,105.0,"SKU on the site changed from ""10002-sz02"" to your Sage code ""ROLINKM2002"". No further action needed."
"DONE - SAGE CODE APPLIED","Roland Eco Sol Max 2 Inks","Roland Eco Sol Max 2 440cc Yellow",10002-sz03,ROLINKM2003,105.0,"SKU on the site changed from ""10002-sz03"" to your Sage code ""ROLINKM2003"". No further action needed."
"CONFLICT - SAME CODE ON TWO LINES","Roland Eco Sol Max 2 Inks","Roland Eco Sol Max 2 Cleaning Cartridge",10002-sz10,ROLCLEAN-2,63.0,"You gave Sage code ""ROLCLEAN-2"" to more than one line in the sheet. SKUs must be unique, so please confirm which line should keep it."
"CONFLICT - SAME CODE ON TWO LINES","Roland Eco Sol Max 3 Inks","Roland Eco Sol Max 2 220cc Metallic",10003-sz13,ROLINKM2009,202.0,"You gave Sage code ""ROLINKM2009"" to more than one line in the sheet. SKUs must be unique, so please confirm which line should keep it."
